shift_id,shift,units_per_hour,defect_rate,meets_sla
289,C,212.97,0.206,0
290,D,317.73,0.416,1
291,A,426.17,0.286,1
292,D,298.23,0.338,1
293,A,426.17,0.466,1
294,D,448.53,0.222,1
295,B,465.21,0.159,1
296,A,134.78,0.001,0
297,A,486.42,0.313,1
298,B,215.1,0.373,0
299,B,214.48,0.031,0
300,C,140.2,0.296,0
301,D,436.82,0.283,1
302,D,185.64,0.482,0
303,B,229.75,0.274,0
304,D,57.71,0.125,0
305,D,255.94,0.469,0
306,A,460.8,0.463,1
307,C,425.77,0.294,1
308,D,427.62,0.394,1
309,A,489.0,0.378,1
310,B,445.04,0.261,1
311,A,42.69,0.459,0
312,C,193.88,0.059,0
313,C,447.93,0.36,1
314,C,127.51,0.458,0
315,D,486.69,0.38,1
316,C,356.88,0.233,1
317,A,456.2,0.106,1
318,D,389.86,0.172,1
319,A,368.78,0.02,1
320,C,180.54,0.253,0
321,B,218.62,0.462,0
322,C,361.06,0.402,1
323,D,486.82,0.078,1
324,D,200.06,0.332,0
325,A,431.36,0.281,1
326,A,138.19,0.116,0
327,C,279.23,0.144,0
328,B,427.85,0.313,1
329,C,119.91,0.062,0
330,B,361.07,0.209,1
331,C,181.4,0.298,0
332,B,430.96,0.017,1
333,B,362.78,0.373,1
334,A,276.9,0.201,0
335,B,23.98,0.387,0
336,C,373.6,0.082,1
337,A,45.87,0.323,0
338,A,498.31,0.099,1
339,A,12.11,0.071,0
340,A,396.14,0.246,1
341,C,13.78,0.338,0
342,D,237.56,0.064,0
343,B,273.56,0.198,0
344,A,472.44,0.425,1
345,B,17.6,0.342,0
346,B,154.42,0.344,0
347,A,483.62,0.166,1
348,A,108.47,0.169,0
349,C,449.66,0.06,1
350,B,353.46,0.353,1
351,C,90.04,0.254,0
352,C,450.55,0.21,1
353,B,207.18,0.052,0
354,B,295.84,0.353,0
355,B,356.81,0.005,1
356,A,340.62,0.075,1
357,A,239.03,0.097,0
358,B,390.83,0.238,1
359,B,211.98,0.194,0
360,A,424.7,0.37,1
361,D,417.98,0.177,1
362,A,207.15,0.463,0
363,D,463.87,0.429,1
364,A,161.02,0.022,0
365,A,218.96,0.477,0
366,A,398.5,0.132,1
367,D,421.47,0.474,1
368,A,246.8,0.186,0
369,D,110.75,0.286,0
370,A,304.87,0.326,1
371,C,203.36,0.109,0
372,D,331.28,0.429,1
373,B,203.07,0.111,0
374,A,149.08,0.432,0
375,B,260.76,0.452,0
376,C,76.68,0.039,0
377,A,366.35,0.126,1
378,C,86.74,0.158,0
379,C,131.34,0.025,0
380,A,27.54,0.475,0
381,B,339.51,0.423,1
382,B,369.25,0.168,1
383,C,227.24,0.291,0
384,D,93.24,0.409,0
385,A,71.1,0.201,0
386,A,126.22,0.169,0
387,B,332.01,0.441,1
388,D,178.1,0.016,0
389,D,436.36,0.046,1
390,C,276.71,0.47,0
391,A,400.73,0.096,1
392,A,470.83,0.102,1
393,C,405.54,0.25,1
394,B,428.12,0.328,1
395,A,226.79,0.407,0
396,B,310.12,0.25,1
397,D,138.37,0.366,0
398,B,341.23,0.113,1
399,B,195.79,0.047,0
400,B,413.12,0.295,1
401,D,407.81,0.229,1
402,C,419.13,0.048,1
403,D,265.41,0.296,0
404,A,380.1,0.035,1
405,C,411.53,0.03,1
406,C,215.02,0.059,0
407,C,338.86,0.019,1
408,B,402.51,0.434,1
409,B,379.5,0.178,1
410,A,475.83,0.138,1
411,A,434.32,0.473,1
412,B,438.79,0.244,1
413,A,334.03,0.366,1
414,A,297.71,0.242,0
415,B,463.04,0.194,1
416,B,75.55,0.326,0
417,A,97.12,0.327,0
418,B,198.9,0.427,0
419,B,48.35,0.33,0
420,D,280.84,0.034,0
421,B,83.32,0.335,0
422,C,402.98,0.229,1
423,C,61.19,0.135,0
424,D,114.12,0.008,0
425,B,102.39,0.253,0
426,A,379.26,0.472,1
427,A,201.7,0.147,0
428,C,462.18,0.072,1
429,A,190.9,0.044,0
430,C,241.48,0.482,0
431,B,498.68,0.424,1
432,C,324.37,0.232,1
433,B,58.4,0.215,0
434,D,325.02,0.452,1
435,C,330.1,0.229,1
436,B,114.18,0.206,0
437,A,474.53,0.207,1
438,A,154.17,0.323,0
439,B,439.26,0.323,1
440,C,344.89,0.019,1
441,D,269.91,0.097,0
442,D,286.12,0.423,0
443,C,416.36,0.421,1
444,A,118.65,0.301,0
445,D,489.38,0.024,1
446,A,456.71,0.21,1
447,A,285.18,0.152,0
448,C,184.52,0.306,0
449,D,314.49,0.065,1
450,D,125.49,0.386,0
451,D,188.93,0.219,0
452,B,308.39,0.376,1
453,C,156.35,0.32,0
454,B,55.2,0.437,0
455,A,290.86,0.47,0
456,C,390.25,0.472,1
457,D,52.83,0.328,0
458,B,491.71,0.084,1
459,D,154.16,0.125,0
460,A,271.85,0.465,0
461,D,162.18,0.058,0
462,C,20.27,0.234,0
463,D,290.67,0.32,0
464,D,407.22,0.374,1
465,A,358.5,0.488,1
466,C,188.94,0.493,0
467,A,208.26,0.021,0
468,A,238.59,0.118,0
469,B,231.71,0.354,0
470,B,425.61,0.075,1
471,A,162.97,0.347,0
472,D,106.4,0.198,0
473,C,332.21,0.296,1
474,D,137.19,0.345,0
475,D,468.35,0.25,1
476,A,287.2,0.387,0
477,B,232.2,0.299,0
478,A,468.57,0.479,1
479,A,470.4,0.038,1
480,D,191.21,0.15,0
481,A,423.88,0.138,1
482,C,112.21,0.374,0
483,A,336.24,0.324,1
484,A,150.63,0.392,0
485,A,12.42,0.048,0
486,C,63.07,0.272,0
487,A,123.59,0.288,0
488,A,88.5,0.45,0
489,B,130.59,0.264,0
490,D,226.76,0.248,0
491,B,360.19,0.453,1
492,A,74.43,0.148,0
493,D,221.91,0.402,0
494,D,87.11,0.082,0
495,C,271.77,0.492,0
496,A,275.17,0.425,0
497,A,418.41,0.319,1
498,B,450.65,0.455,1
499,C,466.82,0.133,1
500,A,307.74,0.282,1
501,B,188.71,0.12,0
502,D,160.27,0.306,0
503,C,317.73,0.358,1
504,D,93.14,0.419,0
505,D,390.45,0.214,1
506,B,433.41,0.299,1
507,A,479.26,0.021,1
508,A,87.32,0.093,0
509,D,308.79,0.321,1
510,A,168.74,0.384,0
511,A,345.65,0.253,1
512,A,136.59,0.383,0
513,C,236.96,0.047,0
514,D,468.32,0.185,1
515,C,306.52,0.091,1
516,A,470.66,0.25,1
517,A,193.6,0.248,0
518,B,356.57,0.438,1
519,D,426.77,0.172,1
520,B,411.1,0.195,1
521,B,142.4,0.499,0
522,B,293.23,0.469,0
523,A,294.64,0.383,0
524,A,197.41,0.058,0
525,C,379.5,0.034,1
526,B,147.89,0.332,0
527,D,430.07,0.38,1
528,A,95.98,0.385,0
529,C,70.0,0.3,0
530,B,66.02,0.496,0
531,D,10.52,0.206,0
532,A,79.37,0.213,0
533,A,462.37,0.192,1
534,B,359.55,0.241,1
535,A,313.52,0.489,1
536,B,389.76,0.263,1
537,C,364.25,0.224,1
538,C,231.49,0.336,0
539,B,400.66,0.479,1
540,C,339.4,0.467,1
541,C,149.89,0.469,0
542,A,388.07,0.499,1
543,C,100.87,0.436,0
544,C,430.22,0.35,1
545,B,277.27,0.46,0
546,A,390.36,0.384,1
547,C,319.73,0.374,1
548,B,156.75,0.085,0
549,B,117.8,0.348,0
550,C,23.64,0.038,0
551,C,452.96,0.223,1
552,A,276.01,0.107,0
553,B,248.84,0.11,0
554,B,477.91,0.313,1
555,A,407.15,0.17,1
556,B,123.9,0.352,0
557,D,75.25,0.378,0
558,C,350.18,0.331,1
559,B,271.51,0.073,0
560,C,173.51,0.121,0
561,C,468.71,0.0,1
562,B,289.45,0.354,0
563,C,358.22,0.168,1
564,D,38.06,0.013,0
565,B,204.67,0.415,0
566,D,430.71,0.205,1
567,B,389.2,0.277,1
568,B,307.53,0.016,1
569,D,474.75,0.147,1
570,D,14.06,0.103,0
571,C,323.26,0.492,1
572,D,428.34,0.158,1
573,D,25.43,0.311,0
574,D,117.83,0.33,0
575,C,88.63,0.021,0
576,D,344.51,0.147,1
577,C,355.56,0.249,1
578,D,21.22,0.374,0
579,C,149.51,0.188,0
580,D,92.93,0.437,0
581,D,50.96,0.22,0
582,B,494.16,0.412,1
583,C,387.05,0.281,1
584,B,329.51,0.077,1
585,D,53.64,0.004,0
586,B,423.68,0.239,1
587,C,86.41,0.415,0
588,D,110.51,0.029,0
589,D,161.21,0.249,0
590,B,425.24,0.237,1
591,C,389.02,0.205,1
592,A,59.5,0.254,0
593,B,313.66,0.447,1
594,D,413.82,0.401,1
595,B,141.07,0.061,0
596,D,298.89,0.47,0
597,D,299.48,0.323,1
598,D,292.59,0.227,0
599,A,228.8,0.307,0
600,D,203.73,0.086,0
601,D,401.81,0.451,1
602,C,265.13,0.452,0
603,B,422.05,0.351,1
604,B,46.05,0.443,0
605,D,461.98,0.41,1
606,C,36.43,0.427,0
607,A,311.43,0.296,1
608,B,232.85,0.404,0
609,B,375.8,0.421,1
610,B,264.42,0.261,0
611,C,479.35,0.153,1
612,A,317.82,0.037,1
613,B,166.68,0.482,0
614,B,51.68,0.445,0
615,D,34.87,0.398,0
616,B,209.0,0.484,0
617,C,471.6,0.161,1
618,A,420.8,0.297,1
619,C,474.34,0.282,1
620,B,445.09,0.046,1
621,B,235.36,0.02,0
622,B,308.46,0.285,1
623,C,90.24,0.128,0
624,D,13.88,0.306,0
625,C,491.5,0.389,1
626,A,150.48,0.119,0
627,C,240.07,0.028,0
628,A,208.17,0.065,0
629,C,305.97,0.064,1
630,D,169.14,0.406,0
631,D,215.13,0.164,0
632,B,344.96,0.178,1
633,A,20.08,0.495,0
634,D,127.55,0.367,0
635,A,337.96,0.285,1
636,D,22.2,0.372,0
637,D,348.18,0.341,1
638,C,434.5,0.076,1
639,B,399.2,0.165,1
640,D,442.16,0.416,1
641,A,461.66,0.427,1
642,C,257.59,0.343,0
643,B,219.44,0.299,0
644,C,267.35,0.402,0
645,D,251.95,0.242,0
646,B,290.17,0.428,0
647,D,481.85,0.384,1
648,D,234.9,0.463,0
649,B,197.29,0.262,0
650,D,427.32,0.162,1
651,A,150.89,0.028,0
652,C,464.9,0.359,1
653,D,324.09,0.205,1
654,C,454.29,0.073,1
655,B,262.56,0.477,0
656,D,495.04,0.235,1
657,D,255.61,0.299,0
658,B,342.27,0.053,1
659,A,428.02,0.27,1
660,D,50.54,0.249,0
661,A,239.82,0.381,0
662,A,217.62,0.316,0
663,D,196.38,0.114,0
664,B,205.59,0.297,0
665,C,232.92,0.275,0
666,A,276.11,0.372,0
667,A,467.51,0.177,1
668,A,432.2,0.021,1
669,D,290.0,0.167,0
670,D,391.73,0.238,1
671,C,195.57,0.146,0
672,C,50.33,0.406,0
673,C,76.2,0.089,0
674,D,22.24,0.47,0
675,B,458.08,0.378,1
676,D,19.95,0.252,0
677,C,220.24,0.145,0
678,B,244.03,0.266,0
679,C,459.69,0.342,1
680,C,247.23,0.423,0
681,B,421.56,0.023,1
682,D,472.43,0.085,1
683,B,479.37,0.485,1
684,C,388.91,0.363,1
685,D,179.46,0.056,0
686,A,92.27,0.408,0
687,A,409.94,0.399,1
688,D,304.14,0.432,1
689,D,331.81,0.093,1
690,C,468.09,0.239,1
691,A,355.29,0.206,1
692,B,404.88,0.384,1
693,D,485.71,0.467,1
694,D,356.46,0.181,1
695,A,265.52,0.182,0
696,B,132.79,0.039,0
697,B,71.6,0.036,0
698,B,400.91,0.483,1
699,B,21.32,0.431,0
700,B,191.95,0.086,0
701,D,42.83,0.343,0
702,C,402.01,0.061,1
703,B,339.94,0.274,1
704,D,469.94,0.465,1
705,A,327.9,0.398,1
706,C,43.65,0.442,0
707,C,104.35,0.46,0
708,A,34.58,0.316,0
709,C,347.79,0.283,1
710,B,244.39,0.01,0
711,A,61.36,0.078,0
712,C,260.28,0.472,0
713,B,215.0,0.17,0
714,A,59.09,0.341,0
715,A,254.38,0.212,0
716,B,47.98,0.438,0
717,A,53.43,0.308,0
718,C,339.12,0.114,1
719,A,303.26,0.254,1
720,B,227.18,0.385,0
721,C,299.72,0.043,1
722,C,334.76,0.425,1
723,B,494.95,0.169,1
724,C,16.55,0.342,0
725,D,400.61,0.335,1
726,C,314.31,0.321,1
727,D,419.38,0.427,1
728,B,89.81,0.164,0
729,C,353.24,0.017,1
730,B,429.68,0.418,1
731,D,491.51,0.069,1
732,B,409.1,0.227,1
733,A,212.49,0.152,0
734,A,173.2,0.326,0
735,B,88.8,0.077,0
736,B,209.58,0.096,0
737,B,322.1,0.028,1
738,B,39.68,0.499,0
739,C,436.35,0.002,1
740,A,324.64,0.149,1
741,B,88.25,0.269,0
742,C,272.6,0.216,0
743,D,306.42,0.468,1
744,C,362.13,0.076,1
745,D,66.91,0.474,0
746,B,175.77,0.344,0
747,A,362.25,0.477,1
748,D,10.93,0.297,0
749,B,353.33,0.357,1
750,A,283.32,0.136,0
751,B,268.3,0.247,0
752,A,491.89,0.122,1
753,A,327.01,0.225,1
754,A,477.57,0.475,1
755,B,125.35,0.392,0
756,C,194.27,0.38,0
757,D,103.3,0.005,0
758,A,432.38,0.179,1
759,C,210.86,0.089,0
760,A,127.86,0.237,0
761,C,494.41,0.118,1
762,B,441.58,0.17,1
763,A,260.95,0.249,0
764,B,30.32,0.085,0
765,C,297.68,0.054,0
766,A,246.72,0.427,0
767,C,179.25,0.277,0
768,C,237.52,0.086,0
769,C,359.69,0.352,1
770,D,261.85,0.399,0
771,B,346.6,0.128,1
772,C,253.45,0.12,0
773,D,57.36,0.352,0
774,A,243.49,0.125,0
775,A,172.75,0.4,0
776,B,461.42,0.249,1
777,B,465.4,0.493,1
778,C,359.38,0.149,1
779,B,403.42,0.275,1
780,B,378.06,0.174,1
781,C,325.33,0.446,1
782,B,437.67,0.475,1
783,B,391.0,0.008,1
784,C,406.83,0.16,1
785,A,232.87,0.144,0
786,B,350.36,0.383,1
787,B,424.85,0.473,1
788,C,352.66,0.33,1
789,C,407.99,0.209,1
790,B,37.71,0.041,0
791,B,41.53,0.499,0
792,C,73.12,0.195,0
793,D,366.02,0.418,1
794,D,48.65,0.204,0
795,C,51.71,0.177,0
796,D,419.46,0.486,1
797,D,164.27,0.361,0
798,B,293.24,0.296,0
799,D,123.91,0.324,0
800,D,298.4,0.454,1
